id,screenName,tag,followerCount,lang,tweetID
500120563,lindsay_jane_k,#nationaldogday,1081,en,769303264412262401
64875833,hulaninja96,#nationaldogday,358,en,769303262650445824
278927728,actorSamLant,#nationaldogday,2206,en,769303266245173249
891903866,Ken_Mastronardi,#nationaldogday,540,en,769303265993371648
4639836648,AnastassiaBear,#nationaldogday,1065,en,769303266563731456
3025225594,odetonegan,#respecttylerjoseph,3342,en,769303267507576833
39441330,sanfran2993,#nationaldogday,151,en,769303269000830976
390295996,alyssa_brooke96,#gloryoutnow,1333,en,769303269046824960
2484736416,gpobre2,#nationaldogday,456,en,769303269831118848
2964090240,kymcfee,#nationaldogday,227,en,769303269239844866
2746132171,skinny_1ove,#nationaldogday,499,en,769303270388932608
1419522133,peachpixxie,#nationaldogday,4049,en,769303271487995904
517011641,karl_doak,#nationaldogday,639,en,769303270967775232
1220432516,HoodieJim,#nationaldogday,317,en,769303272620367872
2366157151,sb_royer,#nationaldogday,291,en,769303273559953408
1570523372,mayafillion,#nationaldogday,269,en,769303272301662209
1141502989,hay_babez,#nationaldogday,811,en,769303273996099584
1553269980,BeautifulRZ,#nationaldogday,101,en,769303275539664896
1450252428,papinchak_logan,#nationaldogday,1743,en,769303275388608512
961679496,hayniecaroline,#nationaldogday,652,en,769303275686486017
1167914402,KaylaMarie0406,#nationaldogday,456,en,769303275950731264
4404563234,trynnray,#nationaldogday,700,en,769303275656970240
473674565,StephenSteglik,#nationaldogday,533,en,769303275816398848
3303182875,laritsatbhidc,#respecttylerjoseph,168,en,769303275845804032
421487219,narryx_storan,#louisweloveyou,689,en,769303278282805248
743305062,AntonioMelanie,#nationaldogday,698,en,769303274189185024
3381964998,jisoosneckk,#respecttylerjoseph,238,en,769303279486447616
1300127244,scar_anderson,#nationaldogday,455,en,769303279255756800
2190270816,acolderindigo,#nationaldogday,244,en,769303280929439744
2384819528,1stIove,#nationaldogday,299263,en,769303281608916993
2322029732,CharismayoonYH,#nationaldogday,9130,en,769303280937689088
1621702430,radyjoel,#nationaldogday,1392,en,769303281688465408
222256590,Erika_Roxx,#nationaldogday,249,en,769303281583558656
911732857,LynneaPhillips,#nationaldogday,1275,en,769303281717968896
66581919,xxdaniellexx24,#nationaldogday,331,en,769303282598674432
2376056869,Jordynachenbach,#nationaldogday,346,en,769303281784860672
44428604,TheArwaa,#nationaldogday,3086,en,769303284708409344
2339446795,baileyamay16,#nationaldogday,236,en,769303283731095552
755830034,BrooksLee8,#nationaldogday,102,en,769303284930576385
742828749448564736,TRUMPISNOW,#nationaldogday,294,en,769303285396217856
144655110,sppaaaccee,#nationaldogday,761,en,769303287229218816
2153443938,RestoGB_at_TG,#nationaldogday,614,en,769303283605262336
2996753141,5sos_potatos,#respecttylerjoseph,200,en,769303287015231489
3085971774,jaureguiswxft,#nationaldogday,176,en,769303288160350210
2712861434,miguelsabo1704,#nationaldogday,2692,en,769303289200578560
524837154,KristenCharlery,#nationaldogday,696,en,769303288927948800
2940338601,CurlsGish,#nationaldogday,242,en,769303289389133824
4206255252,SydneyLynneD,#nationaldogday,160,en,769303289531813889
3719139800,custard_pie_,#nationaldogday,226,en,769303288525295616
2210002795,Taryn05Danielle,#nationaldogday,565,en,769303291658469376
3186000247,Marissa_shutup,#nationaldogday,162,en,769303288348979201
38637366,rwmead,#nationaldogday,1274,en,769303292501487616
492719293,VivienHuizinga,#nationaldogday,1001,en,769303292975341568
66594430,HLYBLND,#nationaldogday,148,en,769303293445144585
37796990,7SaintAndSinner,#nationaldogday,135,en,769303293205975040
18774122,tossey,#nationaldogday,1269,en,769303295269728256
741632935,emilywilson_318,#nationaldogday,598,en,769303296444071936
2630129656,_tmarie5,#respecttylerjoseph,220,en,769303296200892418
1615156722,BJustinPizza_,#respecttylerjoseph,3370,en,769303297949859840
380649131,ImTheDude10,#nationaldogday,410,en,769303298579005440
413431727,kendallr_4,#nationaldogday,435,en,769303295982702592
2705328425,harvell_sarah2,#nationaldogday,243,en,769303299346403328
94020418,Kimberly_BVal,#whatsapp,691,en,769303300005036032
1546760083,MattNoel35,#nationaldogday,137,en,769303300055429120
26588624,Coldsheena,#nationaldogday,400,en,769303301359857664
3183359666,oliviabates21,#nationaldogday,101,en,769303301313687552
862506673,FreeReignHotRY,#nationaldogday,147,en,769303301439492097
919164746,DatBoiAyeAyeRon,#nationaldogday,507,en,769303302144139264
18825295,Inkdmomof3,#nationaldogday,689,en,769303298209906688
408963750,janemariesmith1,#nationaldogday,287,en,769303303184195584
122253774,lizzzzz_c,#nationaldogday,317,en,769303301846433792
37749158,ColleenBoag,#nationaldogday,1355,en,769303303209390081
2862220680,elainaliles,#nationaldogday,512,en,769303304362799104
1707120048,bonjourimolivia,#respecttylerjoseph,231,en,769303305885519877
212116289,Mugglicious,#gloryoutnow,167,en,769303307621892096
3430209064,starrysepticeye,#respecttylerjoseph,1152,en,769303308150435840
3116803011,EricFinchWV,#nationaldogday,167,en,769303307957440512
1613166824,trudylark,#nationaldogday,243,en,769303305256251392
15786747,Jaqi_Applesin,#nationaldogday,136,en,769303308301324288
2452000026,alyssasnow_s,#nationaldogday,393,en,769303306665467904
2863044714,xx___mariaaa,#nationaldogday,484,en,769303309186248704
938052097,ChrisCanRunn,#nationaldogday,196,en,769303309748412417
1410788810,CouchmenDBC,#nationaldogday,4942,en,769303310226436096
23033226,Mortomer,#nationaldogday,127,en,769303310490738689
1881248540,Barrie_Bender,#nationaldogday,783,en,769303310771773440
2187288876,olyfrisco,#nationaldogday,248,en,769303311417610240
3200438045,Impactsnap,#nationaldogday,696,en,769303311279198208
3134181608,breathing4hood,#respecttylerjoseph,1765,en,769303311577034752
112320673,mtndeb,#gloryoutnow,401,en,769303312172744704
1652929302,SpiderMLAX,#nationaldogday,4232,en,769303310167896064
742173719674671104,trill4704,#nationaldogday,422,en,769303313649168384
28312470,Muneera,#nationaldogday,312,en,769303313682669568
1975452132,TeamValencap,#gloryoutnow,260,en,769303313586135041
2784109169,hannahsavage131,#nationaldogday,268,en,769303311837257728
335682824,HueyMuey23,#nationaldogday,478,en,769303310306119680
1279157430,MaricelaAnn,#nationaldogday,106,en,769303314458484736
4637791328,YerroSean,#nationaldogday,221,en,769303317230919682
128297318,inspiredtoshare,#nationaldogday,1383,en,769300964058640385
2222389278,_Tonnnyy_,#nationaldogday,161,en,769303317793026048
305934457,imagine29028,#nationaldogday,225,en,769303316782260224
77089550,meaghanryleigh,#nationaldogday,2249,en,769303320704016386
3067515734,brinleeeeeee,#respecttylerjoseph,200,en,769303320632537088
712914967,CORALraay,#nationaldogday,414,en,769303320573808641
525675430,Canucksforkids,#nationaldogday,7518,en,769303306636292096
561252071,OrangeLeafCoMo,#nationaldogday,634,en,769303323761635328
474437101,JackTheR1pper,#respecttylerjoseph,18997,en,769303324269154305
1658788682,bxnds_af,#respecttylerjoseph,779,en,769303324797595649
2905729745,lackofreedom,#respecttylerjoseph,905,en,769303326122975232
2891521609,disasterolegy,#respecttylerjoseph,154,en,769303326332559360
1876397802,JuankySA7,#nationaldogday,566,en,769303326798254080
78728861,ArlingtonPD,#nationaldogday,72732,en,769303321970565120
756953378559852545,KirieiYuumura,#nationaldogday,332,en,769303327007907840
2354047110,amyseeman_,#nationaldogday,133,en,769303325103775745
309461189,Cprescott15,#nationaldogday,552,en,769303328077537280
2924898307,melatoninhood,#respecttylerjoseph,886,en,769303328429834240
2511033109,yasminister0,#respecttylerjoseph,447,en,769303328530558976
4304031314,GailHarleyChick,#nationaldogday,304,en,769303328597479424
3554233577,vaporised5sos,#respecttylerjoseph,283,en,769303329952395264
334496719,heatherrrrr95,#nationaldogday,620,en,769303330094977024
2649469226,CoachHine,#nationaldogday,235,en,769303328568115200
389135918,katherizzle,#nationaldogday,205,en,769303330333917188
2589946129,MissionMgr,#nationaldogday,185,en,769303330166157312
144534573,Fossphate,#nationaldogday,19365,en,769303330891952128
2813710982,mrp0312,#nationaldogday,2471,en,769303331223117825
1000483184,brerios29,#nationaldogday,1400,en,769303329276964864
885742028,dr_ichards,#nationaldogday,234,en,769303329092538368
48443209,Reanimati0n,#respecttylerjoseph,874,en,769303333442027520
1616052608,mariaxdonis,#nationaldogday,275,en,769303332502372352
2175394015,edrick__,#nationaldogday,541,en,769303333240573952
2755856523,jacksontcollins,#nationaldogday,228,en,769303332984881152
2877347462,banterf1,#belgiangp,540,en,769303335627165696
216772267,WildDT,#nationaldogday,1064,en,769303335211900928
238666359,_chelseamari,#nationaldogday,845,en,769303336625537025
1697634626,boredndank,#nationaldogday,383,en,769303336986120192
124307002,Kurrrla,#nationaldogday,461,en,769303337359380480
694984603593940992,mad_th_jed,#nationaldogday,142,en,769303337627947008
490064650,3rdeyeJoJo,#nationaldogday,762,en,769303336814338048
2286871868,byonkerss,#nationaldogday,556,en,769303336721854464
727092628429348867,chahood96,#nationaldogday,116,en,769303338806542338
1312020426,Bwonkaaabby,#nationaldogday,1899,en,769303338328268800
55657299,Pauccy,#gloryoutnow,162,en,769303339116867584
2968830467,citylitesnjh_,#respecttylerjoseph,622,en,769303340752642049
131702895,ShowMeYourMumu,#nationaldogday,7870,en,769303340492656641
635795103,StayLuckyy,#nationaldogday,781,en,769303339758563328
324220345,Princess_Barron,#nationaldogday,383,en,769303339183984640
91716350,chaoticgirlie,#nationaldogday,186,en,769303342098976768
475945805,AgMoreThanEver,#nationaldogday,15086,en,769303344250626048
1141634288,ImagesByDJM,#nationaldogday,1808,en,769303345601187840
62102317,cubbiecutie1,#nationaldogday,2549,en,769303345932693504
543781074,DonJimmy_JR,#nationaldogday,224,en,769303346771615744
4267156996,soldier_nchrist,#nationaldogday,843,en,769303346268086273
3939210977,HelpingKidsRise,#nationaldogday,1553,en,769303346742198274
42830168,AnthonyGhazel,#nationaldogday,1292,en,769303347971010560
4659248128,staystreetfrens,#respecttylerjoseph,453,en,769303350009475072
1452868045,seanbell__,#nationaldogday,284,en,769303349413806080
2420666653,KCTLegal,#nationaldogday,122,en,769303349829115904
25059481,morningrocker,#nationaldogday,1580,en,769303348071829504
1348163330,YajairaLeal98,#happybirthdaydylanobrien,225,en,769303351083278337
62542324,matthewpcharles,#nationaldogday,1264,en,769303351381094400
547015991,Celtic_Pride18,steve rogers,557,en,769303351926358016
3081176636,soleydogg9,#respecttylerjoseph,197,en,769303351683063812
75221587,NamasteRead,#nationaldogday,5163,en,769303352555479041
1478549448,Im_Sonnyy,#nationaldogday,170,en,769303352362536961
4893665231,jaexmingyu,#respecttylerjoseph,180,en,769303354145173504
35937522,mrskathrynkern,#nationaldogday,647,en,769303354631557120
998380416,vanessa_massiee,#nationaldogday,514,en,769303355357274112
470088267,mbritton31,#nationaldogday,2064,en,769303354296135680
21584637,ashtokyo,#nationaldogday,242,en,769303356883947521
3301042906,aestheticmalum_,#respecttylerjoseph,499,en,769303358637088769
31201474,helloimkatelynn,#nationaldogday,368,en,769303358687502336
4553064194,oliviadani10,#nationaldogday,295,en,769303357915746305
16140593,TAA_PR,#nationaldogday,4031,en,769303358511472640
2221774788,catsharphero,#nationaldogday,155,en,769303360092581890
18295973,jeffreyprice,#nationaldogday,982,en,769303359555723264
2774588795,LMGreen_,#nationaldogday,293,en,769303361829105664
528509022,Jgoss1971,#nationaldogday,795,en,769303360314875904
567713907,alexis_shilney,#nationaldogday,226,en,769303361988493313
1561743559,Raine_Rose8,#respecttylerjoseph,510,en,769303362890240000
618533892,cheyenneschulte,#nationaldogday,872,en,769303363267665920
595195281,kbystrak,#nationaldogday,650,en,769303364811132928
92836891,KaiserKMPunk,#nationaldogday,132,en,769303362290450433
1417428583,ctrainermv,#nationaldogday,151,en,769303365402529792
2852803877,nicce_dude,#respecttylerjoseph,218,en,769303365675315200
14707481,relishdress,#nationaldogday,933,en,769303366929350656
24826334,bcgirll,#nationaldogday,1212,en,769303367323570176
2792483937,DSHRecruit,#nationaldogday,697,en,769303368065884161
818434346,jdavids__,#nationaldogday,294,en,769303365150965761
117637526,kateykj,#nationaldogday,365,en,769303370909704197
1537705898,ungarod19,#nationaldogday,376,en,769303371857612800
486965630,abbiequestrian,#respecttylerjoseph,340,en,769303372029657089
129072792,koolxdad,#nationaldogday,361,en,769303371366883328
1729019857,GagaCaterpillar,#gloryoutnow,486,en,769303372692328448
350552134,Daniel_L_Rivas,#nationaldogday,1384,en,769303372847456256
89322128,Kissmetoys,#nationaldogday,171,en,769303373115949056
1895908850,iAlexM3,#nationaldogday,168,en,769303373552033792
715138206,jillianpaige143,#respecttylerjoseph,610,en,769303373564743680
2811914978,GBrzdo,#nationaldogday,635,en,769303373287821312
1676935310,skadiddi,#nationaldogday,351,en,769303373480800260
88126823,t_zewei,#nationaldogday,378,en,769303374118293504
618361113,kendall_paige13,#nationaldogday,722,en,769303373845790720
1216750026,fmarie_pelaez,#nationaldogday,442,en,769303375691206656
54714777,MeghanSpotts,#nationaldogday,429,en,769303376270073857
381153616,JTjack4,#nationaldogday,1082,en,769303376051965952
2564625912,TKXV_,#nationaldogday,319,en,769303376907476992
551121792,AnnaEsterly,#nationaldogday,351,en,769303376253321216
2538252174,turtlepancakezz,#nationaldogday,613,en,769303377574555648
579673769,Fuqboicalumhood,#respecttylerjoseph,6592,en,769303379570860032
465184751,zjmposhxo,#nationaldogday,3490,en,769303380644667392
47212673,emelienicolee,#nationaldogday,816,en,769303379969314816
749399404361068544,868Damien,#nationaldogday,109,en,769303381449900033
422215505,STL_oz,#nationaldogday,287,en,769303381865226240
2448806419,ciskeyy,#nationaldogday,228,en,769303379713544193
122481177,kev_just,#nationaldogday,1639,en,769303382443986945
123743383,RumorVegas,#nationaldogday,8782,en,769303383551336448
300523803,_ThrasherC,#nationaldogday,388,en,769303383970713600
31255103,Reverendhotrod,#nationaldogday,256,en,769303384553721856
1145895132,MPCCanineColony,#nationaldogday,127,en,769303387871514624
2217486776,Jhoancudiaa,#nationaldogday,1330,en,769303388060286976
2738649487,kaydavis167,#respecttylerjoseph,146,en,769303387905011712
479016077,STENZZI,#nationaldogday,352,en,769303388307722240
2355472285,mollykevans_,#nationaldogday,401,en,769303388190236672
2841680862,kaleighlothiann,#nationaldogday,548,en,769303388521500672
66161300,jena_wall,#nationaldogday,525,en,769303387879903232
2166643223,hayls_3music,#respecttylerjoseph,1262,en,769303389540876288
57866792,Davido335,#nationaldogday,147,en,769303389817700352
1053722496,naivedun,#respecttylerjoseph,6202,en,769303389918199808
1888346846,ogrita_,#nationaldogday,965,en,769303388253282304
197513124,abussell11,#nationaldogday,261,en,769303390337630208
4333878513,passionate_pit,#nationaldogday,255,en,769303388408389632
1544240556,frickfawn,#respecttylerjoseph,219,en,769303391742885888
606348023,zelcarreras,#nationaldogday,492,en,769303394636955648
375110425,huh_leana,#nationaldogday,679,en,769303390224539649
4766137885,piperindiebai,#nationaldogday,152,en,769303392862601216
2208839136,royal_sportsman,#prayingforitaly,1718,en,769303396226662400
739715456215310337,Spo0pyPhan,#nationaldogday,434,en,769303393051418624
700543067821051904,shakeradouglas,#nationaldogday,149,en,769303396859965441
3222757136,dickiecece,#nationaldogday,130,en,769303397291978752
213123494,D_Troy11,#nationaldogday,2538,en,769303398424449024
1517103980,KaayBey,#respecttylerjoseph,742,en,769303398927757312
2545764213,anderlilyj00,#nationaldogday,311,en,769303396021133312
235297610,InsightFactory,#nationaldogday,281,en,769303398592249857
2977493477,xidiotxreject,#respecttylerjoseph,481,en,769303398642442240
1691874222,emilyylaurenn_,#respecttylerjoseph,615,en,769303398801809408
531680019,CozyCo,#nationaldogday,2284,en,769303399309438976
159842305,beachluv_r,#nationaldogday,611,en,769303399556911104
616369968,mcdonoughmendes,#nationaldogday,1747,en,769303399854698496
946725577,MarcusMartell,#nationaldogday,261,en,769303396419407872
4539497235,Biteliphowell,#respecttylerjoseph,386,en,769303400785776640
1008034159,AmandaLGJ,#nationaldogday,102,en,769303400592793600
2266853509,stimey92penny,#nationaldogday,215,en,769303400815075328
124274589,alexafreyes,steve rogers,516,en,769303401586974720
2307607314,nanaaaflores,#nationaldogday,365,en,769303401410666496
13371002,kylelowe,#nationaldogday,1177,en,769303403235192832
549726230,MaggieMurphy,#nationaldogday,453,en,769303403260280833
100074545,sarahbear5210,#nationaldogday,259,en,769303404728487937
2990035281,ExiterDiary,#nationaldogday,1394,en,769303405206667264
4301862039,seantstories,#nationaldogday,269,en,769303406116732928
396273076,bieberemblem555,#respecttylerjoseph,1630,en,769303406238457856
410331863,Ermina___Ramic,#nationaldogday,1062,en,769303406129315840
473449301,PetCollectiveTV,#nationaldogday,15572,en,769303407911854080
1270407793,fitbeyondform,#nationaldogday,2224,en,769303407534415872
917878580,heyyimtaylorr,#nationaldogday,392,en,769303407454658560
2505854300,JadaJada719,#nationaldogday,208,en,769303408788459520
615411007,FreshAirAddict,#nationaldogday,897,en,769303406993375233
3398924021,hispanicbeyonce,#nationaldogday,245,en,769303410281766913
2445296070,NaughtyKatalina,#nationaldogday,1247,en,769303408205504516
739984077164535809,ajust40,#nationaldogday,220,en,769303406997544962
764940776,mgriffin_kmov,#nationaldogday,641,en,769303410705215488
4175338547,CryBabyAsFxck,#respecttylerjoseph,1245,en,769303411451949056
89837132,marilynlazaro,#nationaldogday,174,en,769303411707801604
3320078656,emoforpatd,#respecttylerjoseph,1098,en,769303411791654912
189563442,meg_doak,#nationaldogday,707,en,769303411778985984
48570789,KellyLovesGH,#nationaldogday,276,en,769303410801676288
307706511,KurlzGoddess,#nationaldogday,461,en,769303412882145280
66194458,itz_justine,#nationaldogday,436,en,769303414144503809
712483482170044416,SAULTHEUNIC0RN,#respecttylerjoseph,269,en,769303414941507584
2511578797,MahyarZarei99,#nationaldogday,208,en,769303416086691841
152350498,emmerihhi,#nationaldogday,1379,en,769303415415463936
467175852,relton13,#nationaldogday,203,en,769303417785294848
43430504,Feral20,#nationaldogday,750,en,769303418125058049
383332149,LoveLiv____,#respecttylerjoseph,1480,en,769303418162872321
3287802092,roydbarker,#nationaldogday,2900,en,769303417575440384
416646159,mi_SHAY_la,#nationaldogday,451,en,769303418301190145
760290680,taylerbrookeee,#nationaldogday,506,en,769303417080586240
2904406443,jeffreywebb1221,#nationaldogday,125,en,769303418997501952
439493895,hesmyeverstone,#nationaldogday,166,en,769303419135811584
2430921614,LizAshley1231,#nationaldogday,341,en,769303418720497664
1970831820,Novi_3937,#nationaldogday,287,en,769303419861536773
22733645,MJForbes,#nationaldogday,3418,en,769303420167565313
3327509383,toddephx,#nationaldogday,938,en,769303419878203392
2405908961,iMikeysPizza,#respecttylerjoseph,30061,en,769303420977221632
431211713,unSIRKumcised92,#nationaldogday,474,en,769303419098193920
339899498,forever_Maegan,#nationaldogday,1006,en,769303421845442562
58516990,ALMURDOCH,#nationaldogday,1325,en,769303423330033664
3278186244,eissirhc_enna,#nationaldogday,298,en,769303423212670976
47497173,chzonmybrgrplz,#nationaldogday,205,en,769303421732003841
2920310799,MaryCecilia9,#nationaldogday,143,en,769303424450105344
271142276,wtfstephanyyy,#nationaldogday,812,en,769303424898924544
1856599692,jack_m227,#nationaldogday,346,en,769303425917923328
260401782,mnikpat2,#nationaldogday,353,en,769303426249420800
1680168282,BrokenBarakat,#nationaldogday,2648,en,769303425314066433
606776373,_mackenzieward,#nationaldogday,928,en,769303426752708608
58309829,NickelodeonTV,#nationaldogday,3981436,en,769301035093413889
2347645743,AndySkates_,#nationaldogday,422,en,769303428350767104
3119515311,Firas31_Nas,#nationaldogday,212,en,769303429302874112
22219212,Ichi_D548,#nationaldogday,198,en,769303429634154496
2871133067,Samanth26662,#respecttylerjoseph,309,en,769303429999128577
18852633,alexapagliuca,#nationaldogday,338,en,769303431253204992
355110562,youloveesdee,#nationaldogday,2043,en,769303430628343808
2352202110,alexsayers66,#respecttylerjoseph,429,en,769303431265738752
2476125529,rileyflytee,#nationaldogday,1174,en,769303428531036160
160422284,alliereyna,#nationaldogday,870,en,769303429143486464
3235851121,chelswms,#nationaldogday,534,en,769303432595255296
